,y,text,text_pt,contains_url,word_count,target,predictions
2952,neutral,"Includes company and brand share data by category , as well as distribution channel data .","Inclui dados de compartilhamento de empresa e marca por categoria, bem como dados de canal de distribuição.",False,17,1,neutral
4764,negative,"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .","De acordo com a empresa, além da flutuação sazonal normal, a situação do mercado enfraqueceu durante o outono de 2008.",False,20,0,negative
2079,neutral,Cymed 's net sales are expected to amount to EUR 3.5 mn in 2006 .,"As vendas líquidas da Cymed devem chegar a 3,5 milhões de euros em 2006.",False,14,1,neutral
3435,neutral,"Virala Oy Ab was allocated by the Board of Directors an amount of EUR 1,9 million which is EUR 0,25 million lower than maximum announced on 12/30/2010 .","Ao Virala Oy Ab foi atribuído pelo Conselho de Administração um montante de EUR 1,9 milhões, que é EUR 0,25 milhões inferior ao máximo anunciado em 30/12/2010.",False,27,1,negative
1082,neutral,The Court 's decision will also promote genuine competition in services,A decisão do Tribunal também promoverá uma concorrência genuína nos serviços,False,11,1,positive
3944,neutral,"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added .","Os preços unitários dos straddle armadores variam entre EUR 700, 000 e EUR 900, 000, acrescentou a empresa.",False,18,1,neutral
1589,neutral,"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .","Seguindo uma dica do manual dos Leões de East Dillon, criamos uma equipe especial de jogadores de estilo de rebatida pesada, como jeans com corte de bota, tops e, é claro, botas de cowboy.",False,34,1,neutral
1986,neutral,"As a result of the cancellation , the maximum increase of Citycon 's share capital on the basis of the convertible bonds decreased from EUR 23,383,927.80 to EUR 22,901,784.75 .","Em resultado do cancelamento, o aumento máximo do capital social da Citycon com base nas obrigações convertíveis diminuiu de EUR 23.383.927,80 para EUR 22.901.784,75.",False,24,1,negative
4156,negative,As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,"Como resultado dessas negociações, a empresa decidiu despedir 45 pessoas por motivos financeiros e de produção.",False,16,0,negative
3370,neutral,The value of the order is about EUR 30mn .,O valor da encomenda ronda os 30 milhões de euros.,False,10,1,neutral
3584,neutral,GE is building the facility with wind power developer Invenergy Wind LLC .,A GE está construindo a instalação com a desenvolvedora de energia eólica Invenergy Wind LLC.,False,15,1,neutral
3604,positive,"In addition to Russia , we now seek additional growth in Ukraine .","Além da Rússia, agora buscamos crescimento adicional na Ucrânia.",False,9,2,positive
2475,neutral,"In the Baltic countries , Atria 's target is organic growth .","Nos países bálticos, a meta da Atria é o crescimento orgânico.",False,11,1,positive
2358,neutral,"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems .","Cerca de 36% disso veio da Aspo Chemicals, 39% da Aspo Shipping e 25% da Aspo Systems.",False,17,1,neutral
252,positive,"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 .","O lucro operacional totalizou EUR 37,7 milhões, ligeiramente acima dos EUR 37,2 milhões no período correspondente em 2006.",False,18,2,positive
4061,neutral,"`` This transaction supports Huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says Huhtam+∆ki Oyj 's CEO Jukka Moisio .","“Esta transação apóia a revisão estratégica da Huhtamaki das operações de bens de consumo de plástico rígido”, disse o CEO da Huhtam + ∆ki Oyj, Jukka Moisio.",False,27,1,positive
2419,neutral,COPYRIGHT AFX News and AFX Financial News Logo are registered trademarks of AFX News Limited,COPYRIGHT AFX News e o logotipo AFX Financial News são marcas registradas da AFX News Limited,False,16,1,neutral
3209,neutral,The deal also includes a ten-year maintenance agreement .,O negócio também inclui um contrato de manutenção de dez anos.,False,11,1,neutral
4678,negative,Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,"O lucro operacional caiu para EUR 38,1 milhões, de EUR 55,3 milhões em 2007.",False,14,0,negative
3403,neutral,This corresponds to 6.81 percent of Okmetic 's share capital and voting rights .,"Isto corresponde a 6,81 por cento do capital social e direitos de voto da Okmetic.",False,15,1,neutral
4452,neutral,Fiskars will be undertaking community projects throughout the UK and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects .,Fiskars realizará projetos comunitários em todo o Reino Unido e também está à procura de voluntários locais interessados em ajudar nos projetos de restauração selecionados.,False,25,1,neutral
1719,positive,The company will enhance the GPRS capability in the existing 12 IDEA telecom service areas and add 10 more service areas to its network .,A empresa aumentará a capacidade GPRS nas 12 áreas de serviço de telecomunicações IDEA existentes e adicionará mais 10 áreas de serviço à sua rede.,False,25,2,positive
3401,neutral,This amount will not be included in the pensionable salary .,Este valor não será incluído no salário pensionável.,False,8,1,neutral
4473,positive,"Continuing operations turned an operating loss of EUR 0.1 mn , a slight improvement from a loss of EUR 0.2 mn a year earlier .","A continuação das operações registou um prejuízo operacional de EUR 0,1 milhões, uma ligeira melhoria face a uma perda de EUR 0,2 milhões um ano antes.",False,26,2,positive
2121,positive,It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .,"A empresa também disse que o EPS diluído do terceiro trimestre ficou em 0,34 euro, em comparação com 0,16 euro no mesmo trimestre do ano anterior.",False,26,2,positive
2222,positive,The group will expand the chain to include 45 stores .,O grupo vai expandir a rede para incluir 45 lojas.,False,10,2,positive
406,positive,"To our members and partners , the use of IT will mostly be apparent in the increased efficiency of the results service , '' observes Perttu Puro from Tradeka .","Para nossos membros e parceiros, o uso de TI ficará mais evidente no aumento da eficiência do serviço de resultados '', observa Perttu Puro da Tradeka.",False,26,2,positive
927,positive,`` We 've been feeling quite positive about the region as a whole .,`` Estamos nos sentindo bastante positivos em relação à região como um todo.,False,13,2,positive
2626,neutral,The implementation of the deal is subject to the approval by the Finnish Competition Authority .,A implementação do negócio está sujeita à aprovação da Autoridade da Concorrência da Finlândia.,False,14,1,neutral
3531,neutral,"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 11,000 people .","As vendas da Cargotec totalizaram EUR 3,4 bilhões em 2008 e emprega aproximadamente 11.000 pessoas.",False,15,1,neutral
2063,positive,"H+_kan Dahlstr+¶m , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014 .","H + _kan Dahlstr + ¶m, chefe de serviços de mobilidade da TeliaSonera, previu que o volume de dados móveis na rede TeliaSonera na Suécia aumentará oito vezes para 200.000 TB em 2014.",False,33,2,positive
1364,neutral,"The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sales , vehicle and consumer advertising marketplace businesses .","A cooperação envolverá a Arena Partners a compra de 35% das ações da nova empresa de joint venture, operando nos negócios de vendas de residências, veículos e publicidade ao consumidor da Alma Media.",False,33,1,neutral
3562,neutral,EUR 152.4 mn of this was net interest income .,"Deste montante, 152,4 milhões de euros correspondem a uma margem financeira.",False,11,1,neutral
872,positive,Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,A Raute Corporation recebeu pedidos no valor de mais de EUR 12 milhões da OOO Ilim Bratsk DOK na Rússia.,False,20,2,positive
4170,neutral,"Fortum is looking to invest in several new production units , including a new waste-fired unit at its Brista combined heat and power ( CHP ) plant and a biofuels-based production unit at Vartan CHP plant .","A Fortum está procurando investir em várias novas unidades de produção, incluindo uma nova unidade de queima de resíduos em sua planta combinada de calor e energia (CHP) de Brista e uma unidade de produção baseada em biocombustíveis na planta de CHP de Vartan.",False,44,1,neutral
1153,neutral,"According to Vauramo , the plant 's lifting equipment is suitable for Asian and for some Chinese trucks .","Segundo Vauramo, o equipamento de elevação da fábrica é adequado para caminhões asiáticos e alguns chineses.",False,16,1,neutral
775,positive,"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .","Ragutis, com sede na segunda maior cidade da Lituânia, Kaunas, aumentou suas vendas no ano passado em 22,3%, para 36,4 milhões de litros.",False,23,2,positive
3299,negative,"The personnel reduction will be carried out in Anjalankoski , Hollola , Jyvaskyla , Jarvenpaa , Karhula , Turku and Valkeakoski units .","A redução de pessoal será realizada nas unidades de Anjalankoski, Hollola, Jyvaskyla, Jarvenpaa, Karhula, Turku e Valkeakoski.",False,17,0,negative
